Name_and_model,Model_type,In_Game_Price,car_source,stock_specs,Stock_Rating,Drive_Type,speed,handling,acceleration,launch,braking,Offroad,Top_Speed,0-60_Mph,0-100_Mph,g-force,car_source_1,car_source_2,Horse_Power,Weight_lbs
2002 BMW Z3 M Coupe,RETRO SPORTS CARS,"30,000",Autoshow,B,675,RWD,6.1,5.3,4.9,5,3.7,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,315,"3,170"
2003 BMW M5,RETRO SALOONS,"30,000",Autoshow,B,694,RWD,7.1,5.5,5,5.2,3.8,5.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,394,"3,900"
2005 BMW M3,RETRO SALOONS,"33,000",Autoshow,B,675,RWD,6.4,5.3,5,5,3.8,5,176.0 Mph,4.7s,11.6s,0.92 g,Wheelspin,info_not_found,333,"3,415"
2008 BMW M3,SUPER SALOONS,"48,000",Autoshow,A,725,RWD,6.8,5.8,5,5.3,4.5,4.5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,414,"3,649"
2008 BMW Z4 M Coupe,MODERN SPORTS CARS,"82,000",Autoshow,B,694,RWD,6.4,5.8,5.4,4.9,4.3,5.2,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,330,"3,296"
2009 BMW M5,SUPER SALOONS,"90,000",Autoshow,A,719,RWD,7.1,5.9,5.1,4.9,4.4,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,500,"4,012"
2011 BMW 1 Series M Coupe,SUPER SALOONS,"55,000",Autoshow,A,712,RWD,6.4,5.9,5.2,5.4,4.5,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,335,"3,296"
2011 BMW X5 M,SPORTS UTILITY HEROES,"100,000",Autoshow,B,666,AWD,6.4,4.8,5.9,6.6,3.7,6.3,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,547,"5,368"
2011 BMW X5 M Forza Edition,EXTREME TRACK TOYS,"500,000",Other,S2,998,AWD,8,10,10,10,9.4,4.4,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,"1,014","2,756"
2012 BMW M5,SUPER SALOONS,"112,000",Autoshow,A,766,RWD,7.4,6,5.3,5.6,4.8,4.6,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,552,"4,123"
2013 BMW M6 Coupe,GT CARS,"120,000",Autoshow,A,758,RWD,7.5,5.8,5,5.2,5.9,4.6,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,560,"4,255"
2014 BMW M4 Coupe,SUPER SALOONS,"92,000",Autoshow,A,782,RWD,7.1,6.2,5.3,5.6,6.5,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,431,"3,389"
2015 BMW i8,MODERN SUPERCARS,"140,000",Autoshow,A,764,AWD,7.2,6.4,7.7,8.7,4.6,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,357,"3,380"
2015 BMW X6 M,SPORTS UTILITY HEROES,"130,000",Wheelspin,B,687,AWD,6.5,4.9,6,6.6,4.1,5.8,info_not_found,info_not_found,info_not_found,info_not_found,Season Event,Festival Playlist,567,"5,185"
2016 BMW M2 Coupé,SUPER SALOONS,"69,000",Autoshow,A,718,RWD,6.5,5.7,5.2,5.5,4.6,4.8,178.1 Mph,4.2s,10.0s,0.95 g,Wheelspin,info_not_found,365,"3,450"
2016 BMW M4 GTS,TRACK TOYS,"135,000",Car Collection,S1,814,RWD,7.2,7.6,5.7,6,7,4,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,493,"3,329"
2018 BMW M5,SUPER SALOONS,"105,000",Autoshow,A,784,AWD,7.6,6.1,8.7,9.7,6.2,5.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,600,"4,370"
2019 BMW Z4 Roadster,MODERN SPORTS CARS,"35,000",Autoshow,A,751,RWD,6.7,6,5.6,6,4.4,4.6,182.6 Mph,4.4s,9.9s,0.99 g,Wheelspin,info_not_found,382,"3,252"
1926 Bugatti Type 35 C,VINTAGE RACERS,"1,300,000",Autoshow,D,285,RWD,4,3.4,2.5,1.4,1.9,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,95,"1,676"
1992 Bugatti EB110 Super Sport,RETRO SUPERCARS,"1,700,000",Autoshow,S1,805,AWD,8.3,6.5,8,3.8,5.2,4.9,227.7 Mph,3.6s,8.2s,1.11 g,Wheelspin,info_not_found,611,"3,126"
2011 Bugatti Veyron Super Sport,HYPERCARS,"2,200,000",Autoshow,S2,913,AWD,9.9,7.9,10,5.9,8.6,4.9,268.1 Mph,2.4s,5.0s,1.26 g,Accolade,info_not_found,"1,183","4,044"
2018 Bugatti Chiron,HYPERCARS,"2,400,000",Autoshow,S2,927,AWD,10,7.9,9.9,6.1,8.6,5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,"1,479","4,398"
2019 Bugatti Divo,EXTREME TRACK TOYS,"3,000,000",Autoshow,S2,958,AWD,9.6,9.9,10,6.2,9.5,4.4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,"1,479","4,321"
1970 Buick GSX,CLASSIC MUSCLE,"80,000",Autoshow,C,558,RWD,5.1,3.5,3.3,3.2,2.5,5.1,140.7 Mph,6.5s,13.5s,0.79 g,Wheelspin,info_not_found,360,"3,874"
1987 Buick Regal GNX,RETRO MUSCLE,"130,000",Autoshow,C,564,RWD,5.7,4,3.8,2.5,2.5,5.5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,300,"3,545"
2016 Cadillac ATS-V,MODERN MUSCLE,"65,000",Autoshow,A,716,RWD,7,5.5,5.2,3.4,4.2,5.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,464,"3,700"
2016 Cadillac CTS-V Sedan,MODERN MUSCLE,"80,000",Autoshow,A,761,RWD,7.2,5.3,4.9,5.2,4.4,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,Accolade,640,"4,128"
2018 Can-Am Maverick X RS Turbo R,UTV'S,"25,000",Autoshow,B,670,AWD,3.9,3.7,6.8,9.6,4.5,9.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,172,"1,655"
2013 Caterham Superlight R500,TRACK TOYS,"82,000",Autoshow,A,786,RWD,5.6,5.4,5.7,6.2,4.6,3.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,263,"1,116"
1953 Chevrolet Corvette,CLASSIC SPORTS CARS,"210,000",Barn,D,366,RWD,3.6,4,2.3,1.1,2,5.6,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,160,"2,900"
1953 Chevrolet Corvette Forza Edition,CLASSIC RACERS,"500,000",Wheelspin,A,800,RWD,6.5,6.1,5.8,6.2,4.8,3.7,info_not_found,info_not_found,info_not_found,info_not_found,Season Event,Festival Playlist,450,"2,205"
1955 Chevrolet 150 Utility Sedan,RODS AND CUSTOMS,"35,000",Autoshow,D,360,RWD,4.5,3.5,3.2,2.5,2,5.8,123.1 Mph,9.7s,28.9s,0.73 g,Wheelspin,info_not_found,180,"3,309"
1957 Chevrolet Bel Air,RODS AND CUSTOMS,"130,000",Autoshow,D,432,RWD,4.8,3.8,2.8,1.6,2.1,6,130.6 Mph,7.3s,19.6s,0.75 g,Wheelspin,info_not_found,220,"3,337"
1960 Chevrolet Corvette,CLASSIC SPORTS CARS,"150,000",Car Collection,C,541,RWD,5.4,4,3.6,2.8,2.5,5.6,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,290,"3,080"
1964 Chevrolet Impala Super Sport 409,RODS AND CUSTOMS,"46,000",Autoshow,C,544,RWD,5.5,3.6,3.4,3,2.3,5.4,150.4 Mph,6.3s,12.8s,0.76 g,Wheelspin,info_not_found,425,"3,877"
1967 Chevrolet Corvette Stingray 427,CLASSIC MUSCLE,"150,000",Autoshow,B,623,RWD,5.5,4.3,3.9,3,3.1,5.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,435,"3,384"
1969 Chevrolet Camaro Super Sport Coupe,CLASSIC MUSCLE,"110,000",Autoshow,C,585,RWD,5,4.2,3.8,2.9,3.1,5.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,375,"3,527"
1969 Chevrolet Nova Super Sport 396,CLASSIC MUSCLE,"41,000",Autoshow,C,545,RWD,5.4,3.9,3.5,2.9,2.4,5.3,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,375,"3,470"
1970 Chevrolet Camaro Z28,CLASSIC MUSCLE,"53,000",Autoshow,C,539,RWD,5.1,3.7,3.4,3.3,2.4,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,360,"3,550"
1970 Chevrolet Chevelle Super Sport 454,CLASSIC MUSCLE,"80,000",Autoshow,C,531,RWD,4.7,3.6,3.3,3.2,2.4,5.4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,450,"3,799"
1970 Chevrolet Corvette ZR-1,CLASSIC MUSCLE,"310,000",Wheelspin,B,610,RWD,4.9,4.3,3.9,2.9,3.1,5.4,info_not_found,info_not_found,info_not_found,info_not_found,Season Event,Festival Playlist,370,"3,373"
1970 Chevrolet El Camino Super Sport 454,VANS AND UTILITY,"65,000",Autoshow,C,544,RWD,5.9,3.6,3.2,3.1,2.4,5.5,info_not_found,info_not_found,info_not_found,info_not_found,Accolade,info_not_found,450,"3,820"
1979 Chevrolet Camaro Z28,CLASSIC MUSCLE,"35,000",Autoshow,D,466,RWD,4.5,4.1,3.5,2.9,2.5,5.4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,175,"3,560"
1988 Chevrolet Monte Carlo Super Sport,RETRO MUSCLE,"25,000",Autoshow,D,396,RWD,5,4,3.1,2.3,2,5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,180,"3,522"
1995 Chevrolet Corvette ZR-1,RETRO MUSCLE,"45,000",Autoshow,B,693,RWD,6.5,5.2,4.8,4,3.7,4.5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,405,"3,505"
1996 Chevrolet Impala Super Sport,RETRO MUSCLE,"20,000",Autoshow,C,509,RWD,5,4.3,3.6,2.6,2.7,5.2,139.1 Mph,6.5s,17.9s,0.83 g,Wheelspin,info_not_found,260,"4,037"
2002 Chevrolet Corvette Z06,RETRO MUSCLE,"35,000",Autoshow,A,722,RWD,7.2,5.8,4.6,4.5,3.9,4.5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,405,"3,120"
2009 Chevrolet Corvette ZR1,MODERN MUSCLE,"125,000",Autoshow,S1,809,RWD,7.8,6.2,5.5,4.6,6.6,4.4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,638,"3,350"
2015 Chevrolet Camaro Z/28,TRACK TOYS,"86,000",Autoshow,A,797,RWD,6.7,6.8,5.5,5.4,7.2,4.4,182.6 Mph,4.4s,9.5s,1.13 g,Wheelspin,info_not_found,505,"3,837"
2015 Chevrolet Corvette Z06,MODERN MUSCLE,"110,000",Autoshow,S1,852,RWD,7.8,7,6,6.5,7.7,4.4,213.9 Mph,3.3s,7.5s,1.16 g,Wheelspin,info_not_found,650,"3,536"
2017 Chevrolet Camaro ZL1,MODERN MUSCLE,"60,000",Autoshow,S1,821,RWD,7.3,7.2,6.1,4.9,5.6,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,650,"3,883"
2017 Chevrolet Colorado ZR2,PICK-UP & 4X4'S,"46,000",Autoshow,C,530,AWD,5.4,3,3.9,3.4,3,8.2,147.6 Mph,6.1s,17.1s,0.83 g,Wheelspin,info_not_found,308,"4,734"
2018 Chevrolet Camaro ZL1 1LE,TRACK TOYS,"105,000",Autoshow,S1,824,RWD,6.9,7.8,5.8,5.2,6,4.3,192.1 Mph,3.6s,8.0s,1.25 g,Wheelspin,info_not_found,650,"3,837"
2019 Chevrolet Corvette ZR1,TRACK TOYS,"255,000",Accolade,S1,871,RWD,7.8,7.7,6.5,7,7.9,4,214.2 Mph,3.0s,6.1s,1.25 g,info_not_found,info_not_found,755,"3,560"
2020 Chevrolet Corvette Stingray Coupe,MODERN SUPERCARS,"65,000",Autoshow,S1,806,RWD,7.2,7,6.9,7.6,5.2,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Other,info_not_found,495,"3,577"
1970 Datsun 510,CULT CARS,"25,000",This info will be available soon,D,264,RWD,3.7,3.7,2.8,2.3,1.9,5,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,96,"2,127"
2013 Deberti Jeep Wrangler Unlimited,UNLIMITED OFFROAD,"200,000",Mastery Tree,A,749,AWD,4.7,4,6.3,4.8,4.4,9.3,132.4 Mph,3.6s,8.5s,0.92 g,Season Event,Festival Playlist,707,"4,650"
2018 Deberti Chevrolet Silverado 1500 Drift Truck,DRIFT CARS,"300,000",Autoshow,A,798,RWD,6.7,4.8,4.9,5.1,5.2,4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,"1,005","3,500"
2018 Deberti Ford F-150 Prerunner,UNLIMITED OFFROAD,"250,000",Autoshow,B,691,RWD,5.7,3.6,5.4,5.8,4.9,9.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,Accolade,800,"7,000"
"2019 Deberti Toyota Tacoma TRD ""The Performance Truck""",DRIFT CARS,"500,000",Autoshow,S1,836,RWD,6.4,5.6,4.9,5.1,6.9,4.7,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,900,"3,215"
1982 DeLorean DMC-12,RETRO SPORTS CARS,"15,000",Season Event,D,464,RWD,4.3,4.9,2.8,2.3,3.1,6,info_not_found,info_not_found,info_not_found,info_not_found,Festival Playlist,Forza Shop,130,"2,844"
1968 Dodge Dart Hemi Super Stock,CLASSIC MUSCLE,"300,000",Barn,B,650,RWD,4.5,3.6,4.1,4.2,2.9,4.9,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,425,"3,020"
1969 Dodge Charger Daytona HEMI,CLASSIC MUSCLE,"900,000",Mastery Tree,C,595,RWD,5,3.8,3.8,3.7,2.8,5.4,info_not_found,info_not_found,info_not_found,info_not_found,Season Event,Festival Playlist,425,"3,875"
1969 Dodge Charger R/T,CLASSIC MUSCLE,"103,000",Autoshow,C,548,RWD,5.1,3.8,3.6,3.5,2.4,5.1,140.4 Mph,6.0s,16.0s,0.78 g,Wheelspin,Accolade,425,"3,671"
1969 Dodge Charger R/T Forza Edition,TRACK TOYS,"70,000",Other,S1,900,RWD,6.6,7.9,7.1,7.3,7.3,3.9,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,725,"3,395"
1970 Dodge Challenger R/T,CLASSIC MUSCLE,"210,000",Autoshow,C,551,RWD,5.5,3.8,3.4,3.3,2.5,5,149.7 Mph,6.3s,12.3s,0.79 g,Wheelspin,info_not_found,425,"3,800"
1999 Dodge Viper GTS ACR,RETRO MUSCLE,"75,000",Barn,A,717,RWD,6.9,5.5,5.2,4.1,4,4.5,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,460,"3,450"
2008 Dodge Viper SRT10 ACR,TRACK TOYS,"90,000",Autoshow,S1,844,RWD,7.2,7.9,5.6,4.7,7.5,4.8,196.5 Mph,3.4s,8.0s,1.21 g,Wheelspin,info_not_found,600,"3,408"
2013 Dodge SRT Viper GTS,MODERN MUSCLE,"95,000",Autoshow,S1,813,RWD,7.6,6.1,5.5,4.6,5.8,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,640,"3,296"
